Send,Receive,diff,Diff 2,time error
2018-10-02T17:07:25.565,2018-10-02T17:07:25.741,0.176,0.176,-0.094 -0.081
2018-10-02T17:07:26.599,2018-10-02T17:07:26.754,0.155,0.155,-0.094 -0.081
2018-10-02T17:07:27.637,2018-10-02T17:07:28.054,0.417,0.417,-0.094 -0.081
2018-10-02T17:07:28.664,2018-10-02T17:07:28.994,0.33,0.33,-0.094 -0.081
2018-10-02T17:07:29.693,2018-10-02T17:07:29.976,0.283,0.283,-0.094 -0.081
2018-10-02T17:07:30.723,2018-10-02T17:07:30.825,0.102,0.102,-0.094 -0.081
2018-10-02T17:07:31.748,2018-10-02T17:07:32.213,0.465,0.465,-0.094 -0.081
2018-10-02T17:07:32.783,2018-10-02T17:07:33.169,0.386,0.386,-0.094 -0.081
2018-10-02T17:07:33.815,2018-10-02T17:07:34.138,0.323,0.323,-0.094 -0.081
2018-10-02T17:07:34.849,2018-10-02T17:07:35.060,0.211,0.211,-0.094 -0.081
2018-10-02T17:07:35.879,2018-10-02T17:07:36.053,0.174,0.174,-0.094 -0.081
2018-10-02T17:07:36.950,2018-10-02T17:07:37.323,0.373,0.373,-0.094 -0.081
2018-10-02T17:07:37.982,2018-10-02T17:07:38.625,0.643,0.643,-0.094 -0.081
2018-10-02T17:07:39.009,2018-10-02T17:07:39.153,0.144,0.144,-0.094 -0.081
2018-10-02T17:07:40.034,2018-10-02T17:07:40.210,0.176,0.176,-0.094 -0.081
2018-10-02T17:07:41.061,2018-10-02T17:07:41.477,0.416,0.416,-0.094 -0.081
2018-10-02T17:07:42.092,2018-10-02T17:07:42.468,0.376,0.376,-0.094 -0.081
2018-10-02T17:07:43.120,2018-10-02T17:07:43.399,0.279,0.279,-0.094 -0.081
2018-10-02T17:07:44.227,2018-10-02T17:07:44.385,0.158,0.158,-0.094 -0.081
2018-10-02T17:07:45.259,2018-10-02T17:07:45.653,0.394,0.394,-0.094 -0.081
2018-10-02T17:07:46.290,2018-10-02T17:07:46.613,0.323,0.323,-0.094 -0.081
2018-10-02T17:07:47.324,2018-10-02T17:07:47.555,0.231,0.231,-0.094 -0.081
2018-10-02T17:07:48.357,2018-10-02T17:07:48.531,0.174,0.174,-0.094 -0.081
2018-10-02T17:07:49.391,2018-10-02T17:07:49.521,0.13,0.13,-0.094 -0.081
2018-10-02T17:07:50.435,2018-10-02T17:07:50.753,0.318,0.318,-0.094 -0.081
2018-10-02T17:07:51.461,2018-10-02T17:07:51.722,0.261,0.261,-0.094 -0.081
2018-10-02T17:07:52.485,2018-10-02T17:07:52.704,0.219,0.219,-0.094 -0.081
2018-10-02T17:07:53.537,2018-10-02T17:07:53.966,0.429,0.429,-0.094 -0.081
2018-10-02T17:07:54.564,2018-10-02T17:07:54.922,0.358,0.358,-0.094 -0.081
2018-10-02T17:07:55.591,2018-10-02T17:07:55.882,0.291,0.291,-0.094 -0.081
2018-10-02T17:07:56.620,2018-10-02T17:07:57.029,0.409,0.409,-0.094 -0.081
2018-10-02T17:07:57.645,2018-10-02T17:07:57.796,0.151,0.151,-0.094 -0.081
2018-10-02T17:07:58.671,2018-10-02T17:07:58.791,0.12,0.12,-0.094 -0.081
2018-10-02T17:07:59.694,2018-10-02T17:08:00.045,0.351,0.351,-0.094 -0.081
2018-10-02T17:08:00.721,2018-10-02T17:08:01.011,0.29,0.29,-0.094 -0.081
2018-10-02T17:08:01.758,2018-10-02T17:08:01.953,0.195,0.195,-0.094 -0.081
2018-10-02T17:08:02.782,2018-10-02T17:08:02.941,0.159,0.159,-0.094 -0.081
2018-10-02T17:08:03.808,2018-10-02T17:08:04.196,0.388,0.388,-0.094 -0.081
2018-10-02T17:08:04.834,2018-10-02T17:08:05.158,0.324,0.324,-0.094 -0.081
2018-10-02T17:08:05.864,2018-10-02T17:08:06.119,0.255,0.255,-0.094 -0.081
2018-10-02T17:08:06.889,2018-10-02T17:08:07.437,0.548,0.548,-0.094 -0.081
2018-10-02T17:08:07.914,2018-10-02T17:08:08.361,0.447,0.447,-0.094 -0.081
2018-10-02T17:08:08.955,2018-10-02T17:08:09.079,0.124,0.124,-0.094 -0.081
2018-10-02T17:08:09.979,2018-10-02T17:08:10.285,0.306,0.306,-0.094 -0.081
2018-10-02T17:08:11.005,2018-10-02T17:08:11.256,0.251,0.251,-0.094 -0.081
2018-10-02T17:08:12.030,2018-10-02T17:08:12.528,0.498,0.498,-0.094 -0.081
2018-10-02T17:08:13.071,2018-10-02T17:08:13.495,0.424,0.424,-0.094 -0.081
2018-10-02T17:08:14.099,2018-10-02T17:08:14.441,0.342,0.342,-0.094 -0.081
2018-10-02T17:08:15.125,2018-10-02T17:08:15.413,0.288,0.288,-0.094 -0.081
2018-10-02T17:08:16.150,2018-10-02T17:08:16.357,0.207,0.207,-0.094 -0.081
2018-10-02T17:08:17.180,2018-10-02T17:08:17.318,0.138,0.138,-0.094 -0.081
2018-10-02T17:08:18.204,2018-10-02T17:08:18.609,0.405,0.405,-0.094 -0.081
2018-10-02T17:08:19.230,2018-10-02T17:08:19.575,0.345,0.345,-0.094 -0.081
2018-10-02T17:08:20.255,2018-10-02T17:08:20.519,0.264,0.264,-0.094 -0.081
2018-10-02T17:08:21.282,2018-10-02T17:08:21.491,0.209,0.209,-0.094 -0.081
2018-10-02T17:08:22.320,2018-10-02T17:08:22.765,0.445,0.445,-0.094 -0.081
2018-10-02T17:08:23.349,2018-10-02T17:08:23.579,0.23,0.23,-0.094 -0.081
2018-10-02T17:08:24.374,2018-10-02T17:08:24.673,0.299,0.299,-0.094 -0.081
2018-10-02T17:08:25.401,2018-10-02T17:08:25.662,0.261,0.261,-0.094 -0.081
2018-10-02T17:08:26.424,2018-10-02T17:08:26.605,0.181,0.181,-0.094 -0.081
2018-10-02T17:08:27.450,2018-10-02T17:08:27.907,0.457,0.457,-0.094 -0.081
2018-10-02T17:08:28.475,2018-10-02T17:08:28.844,0.369,0.369,-0.094 -0.081
2018-10-02T17:08:29.501,2018-10-02T17:08:29.808,0.307,0.307,-0.094 -0.081
2018-10-02T17:08:30.524,2018-10-02T17:08:31.153,0.629,0.629,-0.094 -0.081
2018-10-02T17:08:31.550,2018-10-02T17:08:31.664,0.114,0.114,-0.094 -0.081
2018-10-02T17:08:32.578,2018-10-02T17:08:32.686,0.108,0.108,-0.094 -0.081
2018-10-02T17:08:33.603,2018-10-02T17:08:33.969,0.366,0.366,-0.094 -0.081
2018-10-02T17:08:34.629,2018-10-02T17:08:35.565,0.936,0.936,-0.094 -0.081
2018-10-02T17:08:35.655,2018-10-02T17:08:35.799,0.144,0.144,-0.094 -0.081
2018-10-02T17:08:36.681,2018-10-02T17:08:36.851,0.17,0.17,-0.094 -0.081
2018-10-02T17:08:37.707,2018-10-02T17:08:38.143,0.436,0.436,-0.094 -0.081
2018-10-02T17:08:38.733,2018-10-02T17:08:39.058,0.325,0.325,-0.094 -0.081
2018-10-02T17:08:39.759,2018-10-02T17:08:40.053,0.294,0.294,-0.094 -0.081
2018-10-02T17:08:40.786,2018-10-02T17:08:40.998,0.212,0.212,-0.094 -0.081
2018-10-02T17:08:41.813,2018-10-02T17:08:42.309,0.496,0.496,-0.094 -0.081
2018-10-02T17:08:42.857,2018-10-02T17:08:43.575,0.718,0.718,-0.094 -0.081
2018-10-02T17:08:43.882,2018-10-02T17:08:44.045,0.163,0.163,-0.094 -0.081
2018-10-02T17:08:44.907,2018-10-02T17:08:45.158,0.251,0.251,-0.094 -0.081
2018-10-02T17:08:45.933,2018-10-02T17:08:46.456,0.523,0.523,-0.094 -0.081
2018-10-02T17:08:46.957,2018-10-02T17:08:47.075,0.118,0.118,-0.094 -0.081
2018-10-02T17:08:47.988,2018-10-02T17:08:48.372,0.384,0.384,-0.094 -0.081
2018-10-02T17:08:49.014,2018-10-02T17:08:49.321,0.307,0.307,-0.094 -0.081
2018-10-02T17:08:50.039,2018-10-02T17:08:50.285,0.246,0.246,-0.094 -0.081
2018-10-02T17:08:51.064,2018-10-02T17:08:51.170,0.106,0.106,-0.094 -0.081
2018-10-02T17:08:52.089,2018-10-02T17:08:52.545,0.456,0.456,-0.094 -0.081
2018-10-02T17:08:53.127,2018-10-02T17:08:53.789,0.662,0.662,-0.094 -0.081
2018-10-02T17:08:54.164,2018-10-02T17:08:54.289,0.125,0.125,-0.094 -0.081
2018-10-02T17:08:55.241,2018-10-02T17:08:55.391,0.15,0.15,-0.094 -0.081
2018-10-02T17:08:56.264,2018-10-02T17:08:56.704,0.44,0.44,-0.094 -0.081
2018-10-02T17:08:57.301,2018-10-02T17:08:57.629,0.328,0.328,-0.094 -0.081
2018-10-02T17:08:58.327,2018-10-02T17:08:58.600,0.273,0.273,-0.094 -0.081
2018-10-02T17:08:59.352,2018-10-02T17:08:59.572,0.22,0.22,-0.094 -0.081
2018-10-02T17:09:00.379,2018-10-02T17:09:00.526,0.147,0.147,-0.094 -0.081
2018-10-02T17:09:01.406,2018-10-02T17:09:01.794,0.388,0.388,-0.094 -0.081
2018-10-02T17:09:02.433,2018-10-02T17:09:02.772,0.339,0.339,-0.094 -0.081
2018-10-02T17:09:03.463,2018-10-02T17:09:03.707,0.244,0.244,-0.094 -0.081
2018-10-02T17:09:04.488,2018-10-02T17:09:04.694,0.206,0.206,-0.094 -0.081
2018-10-02T17:09:05.513,2018-10-02T17:09:05.983,0.47,0.47,-0.094 -0.081
2018-10-02T17:09:06.541,2018-10-02T17:09:06.690,0.149,0.149,-0.094 -0.081
2018-10-02T17:09:07.566,2018-10-02T17:09:08.614,1.048,1.048,-0.094 -0.081
2018-10-02T17:09:08.608,2018-10-02T17:09:08.726,0.118,0.118,-0.094 -0.081
2018-10-02T17:09:09.637,2018-10-02T17:09:09.814,0.177,0.177,-0.094 -0.081
2018-10-02T17:09:10.663,2018-10-02T17:09:11.084,0.421,0.421,-0.094 -0.081
2018-10-02T17:09:11.700,2018-10-02T17:09:12.043,0.343,0.343,-0.094 -0.081
2018-10-02T17:09:12.724,2018-10-02T17:09:13.023,0.299,0.299,-0.094 -0.081
2018-10-02T17:09:13.775,2018-10-02T17:09:13.958,0.183,0.183,-0.094 -0.081
2018-10-02T17:09:14.799,2018-10-02T17:09:14.930,0.131,0.131,-0.094 -0.081
2018-10-02T17:09:15.823,2018-10-02T17:09:16.520,0.697,0.697,-0.094 -0.081
2018-10-02T17:09:16.848,2018-10-02T17:09:16.944,0.096,0.096,-0.094 -0.081
2018-10-02T17:09:17.872,2018-10-02T17:09:18.128,0.256,0.256,-0.094 -0.081
2018-10-02T17:09:18.895,2018-10-02T17:09:19.095,0.2,0.2,-0.094 -0.081
2018-10-02T17:09:19.920,2018-10-02T17:09:20.350,0.43,0.43,-0.094 -0.081
2018-10-02T17:09:20.946,2018-10-02T17:09:21.339,0.393,0.393,-0.094 -0.081
2018-10-02T17:09:21.969,2018-10-02T17:09:22.294,0.325,0.325,-0.094 -0.081
2018-10-02T17:09:22.998,2018-10-02T17:09:23.882,0.884,0.884,-0.094 -0.081
2018-10-02T17:09:24.023,2018-10-02T17:09:24.613,0.59,0.59,-0.094 -0.081
2018-10-02T17:09:25.047,2018-10-02T17:09:25.250,0.203,0.203,-0.094 -0.081
2018-10-02T17:09:26.070,2018-10-02T17:09:26.447,0.377,0.377,-0.094 -0.081
2018-10-02T17:09:27.096,2018-10-02T17:09:27.419,0.323,0.323,-0.094 -0.081
2018-10-02T17:09:28.129,2018-10-02T17:09:28.347,0.218,0.218,-0.094 -0.081
2018-10-02T17:09:29.156,2018-10-02T17:09:29.332,0.176,0.176,-0.094 -0.081
2018-10-02T17:09:30.182,2018-10-02T17:09:30.598,0.416,0.416,-0.094 -0.081
2018-10-02T17:09:31.207,2018-10-02T17:09:31.569,0.362,0.362,-0.094 -0.081
2018-10-02T17:09:32.236,2018-10-02T17:09:32.505,0.269,0.269,-0.094 -0.081
2018-10-02T17:09:33.282,2018-10-02T17:09:33.477,0.195,0.195,-0.094 -0.081
2018-10-02T17:09:34.311,2018-10-02T17:09:34.429,0.118,0.118,-0.094 -0.081
2018-10-02T17:09:35.341,2018-10-02T17:09:35.752,0.411,0.411,-0.094 -0.081
2018-10-02T17:09:36.368,2018-10-02T17:09:36.671,0.303,0.303,-0.094 -0.081
2018-10-02T17:09:37.394,2018-10-02T17:09:37.648,0.254,0.254,-0.094 -0.081
2018-10-02T17:09:38.417,2018-10-02T17:09:38.587,0.17,0.17,-0.094 -0.081
2018-10-02T17:09:39.444,2018-10-02T17:09:39.889,0.445,0.445,-0.094 -0.081
2018-10-02T17:09:40.472,2018-10-02T17:09:40.843,0.371,0.371,-0.094 -0.081
2018-10-02T17:09:41.496,2018-10-02T17:09:41.820,0.324,0.324,-0.094 -0.081
2018-10-02T17:09:42.522,2018-10-02T17:09:42.749,0.227,0.227,-0.094 -0.081
2018-10-02T17:09:43.548,2018-10-02T17:09:44.067,0.519,0.519,-0.094 -0.081
2018-10-02T17:09:44.632,2018-10-02T17:09:45.329,0.697,0.697,-0.094 -0.081
2018-10-02T17:09:45.656,2018-10-02T17:09:46.036,0.38,0.38,-0.094 -0.081
2018-10-02T17:09:46.679,2018-10-02T17:09:46.921,0.242,0.242,-0.094 -0.081
2018-10-02T17:09:47.704,2018-10-02T17:09:47.881,0.177,0.177,-0.094 -0.081
2018-10-02T17:09:48.731,2018-10-02T17:09:48.843,0.112,0.112,-0.094 -0.081
2018-10-02T17:09:49.756,2018-10-02T17:09:50.139,0.383,0.383,-0.094 -0.081
2018-10-02T17:09:50.780,2018-10-02T17:09:51.075,0.295,0.295,-0.094 -0.081
2018-10-02T17:09:51.803,2018-10-02T17:09:52.057,0.254,0.254,-0.094 -0.081
2018-10-02T17:09:52.826,2018-10-02T17:09:52.992,0.166,0.166,-0.094 -0.081
2018-10-02T17:09:53.853,2018-10-02T17:09:54.296,0.443,0.443,-0.094 -0.081
2018-10-02T17:09:54.884,2018-10-02T17:09:55.218,0.334,0.334,-0.094 -0.081
2018-10-02T17:09:55.932,2018-10-02T17:09:56.194,0.262,0.262,-0.094 -0.081
2018-10-02T17:09:56.956,2018-10-02T17:09:57.329,0.373,0.373,-0.094 -0.081
2018-10-02T17:09:57.981,2018-10-02T17:09:58.153,0.172,0.172,-0.094 -0.081
2018-10-02T17:09:59.009,2018-10-02T17:09:59.406,0.397,0.397,-0.094 -0.081
2018-10-02T17:10:00.040,2018-10-02T17:10:00.360,0.32,0.32,-0.094 -0.081
2018-10-02T17:10:01.064,2018-10-02T17:10:01.345,0.281,0.281,-0.094 -0.081
2018-10-02T17:10:02.127,2018-10-02T17:10:02.293,0.166,0.166,-0.094 -0.081
2018-10-02T17:10:03.159,2018-10-02T17:10:03.577,0.418,0.418,-0.094 -0.081
2018-10-02T17:10:04.184,2018-10-02T17:10:04.518,0.334,0.334,-0.094 -0.081
2018-10-02T17:10:05.209,2018-10-02T17:10:05.481,0.272,0.272,-0.094 -0.081
2018-10-02T17:10:06.235,2018-10-02T17:10:06.450,0.215,0.215,-0.094 -0.081
2018-10-02T17:10:07.264,2018-10-02T17:10:07.380,0.116,0.116,-0.094 -0.081
2018-10-02T17:10:08.297,2018-10-02T17:10:08.686,0.389,0.389,-0.094 -0.081
2018-10-02T17:10:09.332,2018-10-02T17:10:09.631,0.299,0.299,-0.094 -0.081
2018-10-02T17:10:10.367,2018-10-02T17:10:10.514,0.147,0.147,-0.094 -0.081
2018-10-02T17:10:11.392,2018-10-02T17:10:11.503,0.111,0.111,-0.094 -0.081
2018-10-02T17:10:12.418,2018-10-02T17:10:12.866,0.448,0.448,-0.094 -0.081
2018-10-02T17:10:13.444,2018-10-02T17:10:13.775,0.331,0.331,-0.094 -0.081
2018-10-02T17:10:14.477,2018-10-02T17:10:14.768,0.291,0.291,-0.094 -0.081
2018-10-02T17:10:15.506,2018-10-02T17:10:15.714,0.208,0.208,-0.094 -0.081
2018-10-02T17:10:16.531,2018-10-02T17:10:16.708,0.177,0.177,-0.094 -0.081
2018-10-02T17:10:17.556,2018-10-02T17:10:17.959,0.403,0.403,-0.094 -0.081
2018-10-02T17:10:18.587,2018-10-02T17:10:18.914,0.327,0.327,-0.094 -0.081
2018-10-02T17:10:19.617,2018-10-02T17:10:19.876,0.259,0.259,-0.094 -0.081
2018-10-02T17:10:20.644,2018-10-02T17:10:20.859,0.215,0.215,-0.094 -0.081
2018-10-02T17:10:21.676,2018-10-02T17:10:21.798,0.122,0.122,-0.094 -0.081
2018-10-02T17:10:22.699,2018-10-02T17:10:23.083,0.384,0.384,-0.094 -0.081
2018-10-02T17:10:23.728,2018-10-02T17:10:24.021,0.293,0.293,-0.094 -0.081
2018-10-02T17:10:24.754,2018-10-02T17:10:25.007,0.253,0.253,-0.094 -0.081
2018-10-02T17:10:25.796,2018-10-02T17:10:25.954,0.158,0.158,-0.094 -0.081
2018-10-02T17:10:26.820,2018-10-02T17:10:27.258,0.438,0.438,-0.094 -0.081
2018-10-02T17:10:27.844,2018-10-02T17:10:28.205,0.361,0.361,-0.094 -0.081
2018-10-02T17:10:28.870,2018-10-02T17:10:29.174,0.304,0.304,-0.094 -0.081
2018-10-02T17:10:29.898,2018-10-02T17:10:30.449,0.551,0.551,-0.094 -0.081
2018-10-02T17:10:30.924,2018-10-02T17:10:31.065,0.141,0.141,-0.094 -0.081
2018-10-02T17:10:31.957,2018-10-02T17:10:32.367,0.41,0.41,-0.094 -0.081
2018-10-02T17:10:32.985,2018-10-02T17:10:33.327,0.342,0.342,-0.094 -0.081
2018-10-02T17:10:34.013,2018-10-02T17:10:34.271,0.258,0.258,-0.094 -0.081
2018-10-02T17:10:35.038,2018-10-02T17:10:35.259,0.221,0.221,-0.094 -0.081
2018-10-02T17:10:36.111,2018-10-02T17:10:36.517,0.406,0.406,-0.094 -0.081
2018-10-02T17:10:37.140,2018-10-02T17:10:37.496,0.356,0.356,-0.094 -0.081
2018-10-02T17:10:38.166,2018-10-02T17:10:38.444,0.278,0.278,-0.094 -0.081
2018-10-02T17:10:39.199,2018-10-02T17:10:39.415,0.216,0.216,-0.094 -0.081
2018-10-02T17:10:40.224,2018-10-02T17:10:40.684,0.46,0.46,-0.094 -0.081
2018-10-02T17:10:41.251,2018-10-02T17:10:41.404,0.153,0.153,-0.094 -0.081
2018-10-02T17:10:42.283,2018-10-02T17:10:42.596,0.313,0.313,-0.094 -0.081
2018-10-02T17:10:43.326,2018-10-02T17:10:43.579,0.253,0.253,-0.094 -0.081
2018-10-02T17:10:44.355,2018-10-02T17:10:44.844,0.489,0.489,-0.094 -0.081
2018-10-02T17:10:45.383,2018-10-02T17:10:45.796,0.413,0.413,-0.094 -0.081
2018-10-02T17:10:46.410,2018-10-02T17:10:46.742,0.332,0.332,-0.094 -0.081
2018-10-02T17:10:47.437,2018-10-02T17:10:47.736,0.299,0.299,-0.094 -0.081
2018-10-02T17:10:48.469,2018-10-02T17:10:48.672,0.203,0.203,-0.094 -0.081
2018-10-02T17:10:49.496,2018-10-02T17:10:49.649,0.153,0.153,-0.094 -0.081
2018-10-02T17:10:50.538,2018-10-02T17:10:50.921,0.383,0.383,-0.094 -0.081
2018-10-02T17:10:51.562,2018-10-02T17:10:51.874,0.312,0.312,-0.094 -0.081
2018-10-02T17:10:52.588,2018-10-02T17:10:52.844,0.256,0.256,-0.094 -0.081
2018-10-02T17:10:53.613,2018-10-02T17:10:53.825,0.212,0.212,-0.094 -0.081
2018-10-02T17:10:54.639,2018-10-02T17:10:55.054,0.415,0.415,-0.094 -0.081
2018-10-02T17:10:55.668,2018-10-02T17:10:56.051,0.383,0.383,-0.094 -0.081
2018-10-02T17:10:56.698,2018-10-02T17:10:56.996,0.298,0.298,-0.094 -0.081
2018-10-02T17:10:57.725,2018-10-02T17:10:57.979,0.254,0.254,-0.094 -0.081
2018-10-02T17:10:58.750,2018-10-02T17:10:58.904,0.154,0.154,-0.094 -0.081
2018-10-02T17:10:59.778,2018-10-02T17:11:00.195,0.417,0.417,-0.094 -0.081
2018-10-02T17:11:00.808,2018-10-02T17:11:01.483,0.675,0.675,-0.094 -0.081
2018-10-02T17:11:01.835,2018-10-02T17:11:01.961,0.126,0.126,-0.094 -0.081
2018-10-02T17:11:02.863,2018-10-02T17:11:03.064,0.201,0.201,-0.094 -0.081
2018-10-02T17:11:03.892,2018-10-02T17:11:04.380,0.488,0.488,-0.094 -0.081
2018-10-02T17:11:04.945,2018-10-02T17:11:05.308,0.363,0.363,-0.094 -0.081
2018-10-02T17:11:05.979,2018-10-02T17:11:06.291,0.312,0.312,-0.094 -0.081
2018-10-02T17:11:07.005,2018-10-02T17:11:07.232,0.227,0.227,-0.094 -0.081
2018-10-02T17:11:08.040,2018-10-02T17:11:08.211,0.171,0.171,-0.094 -0.081
2018-10-02T17:11:09.068,2018-10-02T17:11:09.481,0.413,0.413,-0.094 -0.081
2018-10-02T17:11:10.094,2018-10-02T17:11:10.443,0.349,0.349,-0.094 -0.081
2018-10-02T17:11:11.172,2018-10-02T17:11:11.729,0.557,0.557,-0.094 -0.081
2018-10-02T17:11:12.201,2018-10-02T17:11:12.361,0.16,0.16,-0.094 -0.081
2018-10-02T17:11:13.228,2018-10-02T17:11:13.628,0.4,0.4,-0.094 -0.081
2018-10-02T17:11:14.254,2018-10-02T17:11:14.614,0.36,0.36,-0.094 -0.081
2018-10-02T17:11:15.306,2018-10-02T17:11:15.886,0.58,0.58,-0.094 -0.081
2018-10-02T17:11:16.351,2018-10-02T17:11:16.499,0.148,0.148,-0.094 -0.081
2018-10-02T17:11:17.377,2018-10-02T17:11:18.249,0.872,0.872,-0.094 -0.081
2018-10-02T17:11:18.404,2018-10-02T17:11:18.556,0.152,0.152,-0.094 -0.081
2018-10-02T17:11:19.437,2018-10-02T17:11:19.717,0.28,0.28,-0.094 -0.081
2018-10-02T17:11:20.468,2018-10-02T17:11:20.699,0.231,0.231,-0.094 -0.081
2018-10-02T17:11:21.496,2018-10-02T17:11:21.648,0.152,0.152,-0.094 -0.081
2018-10-02T17:11:22.525,2018-10-02T17:11:22.918,0.393,0.393,-0.094 -0.081
2018-10-02T17:11:23.555,2018-10-02T17:11:23.888,0.333,0.333,-0.094 -0.081
2018-10-02T17:11:24.581,2018-10-02T17:11:24.693,0.112,0.112,-0.094 -0.081
2018-10-02T17:11:25.608,2018-10-02T17:11:25.788,0.18,0.18,-0.094 -0.081
2018-10-02T17:11:26.633,2018-10-02T17:11:26.767,0.134,0.134,-0.094 -0.081
2018-10-02T17:11:27.661,2018-10-02T17:11:28.031,0.37,0.37,-0.094 -0.081
2018-10-02T17:11:28.686,2018-10-02T17:11:29.019,0.333,0.333,-0.094 -0.081
2018-10-02T17:11:29.713,2018-10-02T17:11:29.951,0.238,0.238,-0.094 -0.081
2018-10-02T17:11:30.750,2018-10-02T17:11:31.579,0.829,0.829,-0.094 -0.081
2018-10-02T17:11:31.777,2018-10-02T17:11:31.875,0.098,0.098,-0.094 -0.081
2018-10-02T17:11:32.802,2018-10-02T17:11:33.156,0.354,0.354,-0.094 -0.081
2018-10-02T17:11:33.828,2018-10-02T17:11:34.103,0.275,0.275,-0.094 -0.081
2018-10-02T17:11:34.856,2018-10-02T17:11:35.082,0.226,0.226,-0.094 -0.081
2018-10-02T17:11:35.883,2018-10-02T17:11:36.031,0.148,0.148,-0.094 -0.081
2018-10-02T17:11:36.912,2018-10-02T17:11:37.326,0.414,0.414,-0.094 -0.081
2018-10-02T17:11:37.944,2018-10-02T17:11:38.279,0.335,0.335,-0.094 -0.081
2018-10-02T17:11:38.971,2018-10-02T17:11:39.256,0.285,0.285,-0.094 -0.081
2018-10-02T17:11:40.001,2018-10-02T17:11:40.197,0.196,0.196,-0.094 -0.081
2018-10-02T17:11:41.030,2018-10-02T17:11:41.172,0.142,0.142,-0.094 -0.081
2018-10-02T17:11:42.058,2018-10-02T17:11:42.449,0.391,0.391,-0.094 -0.081
2018-10-02T17:11:43.087,2018-10-02T17:11:43.411,0.324,0.324,-0.094 -0.081
2018-10-02T17:11:44.113,2018-10-02T17:11:44.357,0.244,0.244,-0.094 -0.081
2018-10-02T17:11:45.138,2018-10-02T17:11:45.330,0.192,0.192,-0.094 -0.081
2018-10-02T17:11:46.166,2018-10-02T17:11:46.604,0.438,0.438,-0.094 -0.081
2018-10-02T17:11:47.193,2018-10-02T17:11:47.399,0.206,0.206,-0.094 -0.081
2018-10-02T17:11:48.221,2018-10-02T17:11:48.513,0.292,0.292,-0.094 -0.081
2018-10-02T17:11:49.248,2018-10-02T17:11:49.487,0.239,0.239,-0.094 -0.081
2018-10-02T17:11:50.276,2018-10-02T17:11:50.424,0.148,0.148,-0.094 -0.081
2018-10-02T17:11:51.305,2018-10-02T17:11:51.735,0.43,0.43,-0.094 -0.081
2018-10-02T17:11:52.334,2018-10-02T17:11:52.678,0.344,0.344,-0.094 -0.081
2018-10-02T17:11:53.363,2018-10-02T17:11:53.648,0.285,0.285,-0.094 -0.081
2018-10-02T17:11:54.391,2018-10-02T17:11:54.588,0.197,0.197,-0.094 -0.081
2018-10-02T17:11:55.419,2018-10-02T17:11:55.887,0.468,0.468,-0.094 -0.081
2018-10-02T17:11:56.545,2018-10-02T17:11:57.150,0.605,0.605,-0.094 -0.081
2018-10-02T17:11:57.571,2018-10-02T17:11:57.759,0.188,0.188,-0.094 -0.081
2018-10-02T17:11:58.672,2018-10-02T17:11:59.403,0.731,0.731,-0.094 -0.081
2018-10-02T17:11:59.700,2018-10-02T17:11:59.815,0.115,0.115,-0.094 -0.081
2018-10-02T17:12:00.726,2018-10-02T17:12:00.987,0.261,0.261,-0.094 -0.081
2018-10-02T17:12:01.760,2018-10-02T17:12:02.623,0.863,0.863,-0.094 -0.081
2018-10-02T17:12:02.786,2018-10-02T17:12:02.912,0.126,0.126,-0.094 -0.081
2018-10-02T17:12:03.813,2018-10-02T17:12:04.196,0.383,0.383,-0.094 -0.081
2018-10-02T17:12:04.858,2018-10-02T17:12:05.160,0.302,0.302,-0.094 -0.081
2018-10-02T17:12:05.884,2018-10-02T17:12:06.123,0.239,0.239,-0.094 -0.081
2018-10-02T17:12:06.908,2018-10-02T17:12:07.062,0.154,0.154,-0.094 -0.081
2018-10-02T17:12:07.945,2018-10-02T17:12:08.361,0.416,0.416,-0.094 -0.081
2018-10-02T17:12:08.979,2018-10-02T17:12:09.640,0.661,0.661,-0.094 -0.081
2018-10-02T17:12:10.009,2018-10-02T17:12:10.118,0.109,0.109,-0.094 -0.081
2018-10-02T17:12:11.035,2018-10-02T17:12:11.222,0.187,0.187,-0.094 -0.081
2018-10-02T17:12:12.064,2018-10-02T17:12:12.197,0.133,0.133,-0.094 -0.081
2018-10-02T17:12:13.089,2018-10-02T17:12:13.478,0.389,0.389,-0.094 -0.081
2018-10-02T17:12:14.118,2018-10-02T17:12:14.439,0.321,0.321,-0.094 -0.081
2018-10-02T17:12:15.141,2018-10-02T17:12:15.389,0.248,0.248,-0.094 -0.081
2018-10-02T17:12:16.202,2018-10-02T17:12:16.354,0.152,0.152,-0.094 -0.081
2018-10-02T17:12:17.226,2018-10-02T17:12:17.647,0.421,0.421,-0.094 -0.081
2018-10-02T17:12:18.255,2018-10-02T17:12:18.608,0.353,0.353,-0.094 -0.081
2018-10-02T17:12:19.292,2018-10-02T17:12:19.566,0.274,0.274,-0.094 -0.081
2018-10-02T17:12:20.319,2018-10-02T17:12:20.515,0.196,0.196,-0.094 -0.081
2018-10-02T17:12:21.345,2018-10-02T17:12:21.469,0.124,0.124,-0.094 -0.081
2018-10-02T17:12:22.376,2018-10-02T17:12:22.790,0.414,0.414,-0.094 -0.081
2018-10-02T17:12:23.400,2018-10-02T17:12:23.728,0.328,0.328,-0.094 -0.081
2018-10-02T17:12:24.433,2018-10-02T17:12:25.007,0.574,0.574,-0.094 -0.081
